grower_id,deliver_date,Bog,LotID,GTL,Rot,Debris,Color,Variety,GTL ,Pack Out %,kqf_pre,kqf_final
Bral01,10/16/2013,BOG#1,"2,136",2707,1.48,0,32,ST,"2,600",93.58%,1,2
Bapt02,10/14/2013,BOURNE,"2,069",2626,5.71,0,33,MX,"28,920",94.60%,1,2
Bapt02,10/14/2013,BOURNE,"2,083",2643,3.22,0,31,ST,"19,280",95.16%,1,2
Bapt02,10/18/2013,BOURNE,"2,163",2740,2.65,0,33,MX,"29,300",89.25%,1,2
Bapt02,10/18/2013,BOURNE,"2,180",2759,5.13,0,41,ST,"25,800",92.50%,1,2
Harj01,10/16/2013,BRUF#1,"2,111",2680,2.09,0,37,MX,"40,860",96.05%,1,2
Harj01,10/10/2013,BRUF#2,"1,995",2533,3.1,0,40,EB,"48,020",93.21%,1,2
Harj01,10/11/2013,BRUF#3,"2,020",2561,1.82,0,39,MX,"26,700",94.00%,1,2
Harj01,10/10/2013,BRUF#7,"1,990",2526,1.04,0,35,EB,"45,520",94.92%,1,2
Norr02,10/9/2013,BS1,"1,975",2501,14.48,0,34,ST,"40,460",88.49%,1,2
Norr02,10/8/2013,BS2,"1,951",2461,11.01,0,31,ST,"39,680",92.61%,1,2
Norr02,10/8/2013,BS2,"1,953",2467,5.52,0,26,ST,"20,560",91.40%,1,2
Norr02,10/8/2013,BS3,"1,946",2455,14.53,0,43,ST,"29,740",83.19%,1,2
Pink01,10/1/2013,BShant,"1,865",2353,2.94,0,33,EB,"17,800",91.93%,1,2
Pink01,10/1/2013,BShant,"1,867",2355,0.47,0,27,EB,"16,500",93.19%,1,2
Pink01,10/2/2013,BShant,"1,880",2370,2.27,0,30,EB,"14,220",90.53%,1,2
Harj01,10/11/2013,BYR 12,"2,011",2550,2.56,0,32,ST,"43,880",93.92%,1,2
Harj01,10/11/2013,BYR 12,"2,011",2551,2.56,0,32,ST,"47,640",93.92%,1,2
Harj01,10/11/2013,BYR 12,"2,011",2554,2.56,0,32,ST,"35,860",93.92%,1,2
Harj01,10/11/2013,BYR 13,"2,028",2571,3.69,0,33,ST,"47,940",92.39%,1,2
Harj01,10/12/2013,BYR 13,"2,038",2582,4.24,0,53,ST,"44,440",92.41%,1,2
Harj01,10/12/2013,BYR 14,"2,057",2611,8.85,0,48,ST,"44,040",91.08%,1,2
Harj01,10/12/2013,BYR 14,"2,057",2612,8.85,0,48,ST,"19,100",91.08%,1,2
Harj01,10/12/2013,BYRN10,"2,052",2599,5.99,0,40,ST,"48,520",90.40%,1,2
Harj01,10/12/2013,BYRN10,"2,052",2602,5.99,0,40,ST,"45,060",90.40%,1,2
Harj01,10/12/2013,BYRN10,"2,052",2605,5.99,0,40,ST,"51,060",90.40%,1,2
Harj01,10/12/2013,BYRN11,"2,042",2586,4.52,0,47,ST,"49,580",92.83%,1,2
Harj01,10/12/2013,BYRN11,"2,042",2588,4.52,0,47,ST,"52,520",92.83%,1,2
Harj01,10/12/2013,BYRN11,"2,042",2592,4.52,0,47,ST,"38,220",92.83%,1,2
Harj01,10/17/2013,BYRNE1,"2,145",2719,2.63,0,33,ST,"49,560",91.56%,1,2
Harj01,10/17/2013,BYRNE1,"2,145",2723,2.63,0,33,ST,"47,540",91.56%,1,2
Harj01,10/17/2013,BYRNE1,"2,150",2727,1.06,0,34,ST,"24,760",93.00%,1,2
Harj01,10/16/2013,BYRNE2,"2,133",2704,2.06,0,34,ST,"48,760",93.65%,1,2
Harj01,10/17/2013,BYRNE2,"2,133",2711,2.06,0,34,ST,"45,600",93.65%,1,2
Harj01,10/17/2013,BYRNE2,"2,139",2713,4.31,0,28,ST,"45,580",91.78%,1,2
Harj01,10/16/2013,BYRNE3,"2,121",2691,1.29,0,29,ST,"49,140",93.08%,1,2
Harj01,10/16/2013,BYRNE3,"2,121",2695,1.29,0,29,ST,"43,840",93.08%,1,2
Harj01,10/16/2013,BYRNE4,"2,112",2681,3.86,0,31,ST,"31,500",93.70%,1,2
Harj01,10/16/2013,BYRNE4,"2,114",2683,2.76,0,26,ST,"45,000",92.96%,1,2
Harj01,10/15/2013,BYRNE5,"2,092",2656,3.53,0,45,ST,"45,940",91.69%,1,2
Harj01,10/15/2013,BYRNE5,"2,092",2659,3.53,0,45,ST,"53,660",91.69%,1,2
Harj01,10/15/2013,BYRNE5,"2,095",2660,2.84,0,49,ST,"41,960",95.37%,1,2
Harj01,10/15/2013,BYRNE6,"2,102",2667,3.63,0,48,ST,"44,340",90.68%,1,2
Harj01,10/15/2013,BYRNE6,"2,102",2669,3.63,0,48,ST,"45,560",90.68%,1,2
Harj01,10/14/2013,BYRNE7,"2,066",2622,5.02,0,29,ST,"53,600",90.64%,1,2
Harj01,10/14/2013,BYRNE7,"2,066",2627,5.02,0,29,ST,"49,680",90.64%,1,2
Harj01,10/14/2013,BYRNE7,"2,066",2630,5.02,0,29,ST,"44,780",90.64%,1,2
Harj01,10/14/2013,BYRNE8,"2,075",2634,8.19,0,38,ST,"52,080",93.35%,1,2
Harj01,10/14/2013,BYRNE8,"2,075",2637,8.19,0,38,ST,"49,760",93.35%,1,2
Harj01,10/14/2013,BYRNE9,"2,081",2641,5.61,0,33,ST,"46,220",89.97%,1,2
Harj01,10/15/2013,BYRNE9,"2,086",2648,6.92,0,46,ST,"53,020",93.06%,1,2
Harj01,10/15/2013,BYRNE9,"2,086",2649,6.92,0,46,ST,"49,820",93.06%,1,2
Hamb03,10/17/2013,C 1,"2,156",2734,3.99,0,34,HO,"52,360",97.08%,1,2
Hamb03,10/17/2013,C 1,"2,156",2737,3.99,0,34,HO,"5,120",97.08%,1,2
Hamb03,10/18/2013,C 2,"2,160",2739,3.23,0,33,HO,"27,160",94.48%,1,2
Hamb03,10/16/2013,C 4,"2,113",2682,2.28,0,33,HO,"13,920",97.24%,1,2
Hamb03,10/15/2013,C 5,"2,088",2651,1.86,0,72,EB,"36,840",95.02%,1,2
Hamb03,10/11/2013,C 6,"2,030",2574,3.94,0,58,EB,"58,140",92.34%,1,2
Hamb03,10/11/2013,C 6,"2,030",2577,3.94,0,58,EB,"7,420",92.34%,1,2
Hamb03,10/9/2013,C 7,"1,964",2485,1.47,0,45,EB,"26,960",95.59%,1,2
Hamb03,10/9/2013,C 8,"1,961",2482,4.31,0,59,EB,"5,420",94.69%,1,2
Hamb03,10/16/2013,C 9,"2,118",2687,1.19,0,64,EB,"58,560",96.12%,1,2
Hamb03,10/16/2013,C 9,"2,118",2690,1.19,0,64,EB,"5,440",96.12%,1,2
Deca01,9/24/2013,C AR01,"1,829",2311,2.85,0,32,EB,"39,180",91.54%,1,2
Deca01,9/24/2013,C AR01,"1,831",2313,1.6,0,28,EB,"14,260",89.69%,1,2
Hamb03,10/15/2013,C10,"2,105",2671,1.11,0,72,EB,"50,220",94.96%,1,2
Hamb03,10/15/2013,C10,"2,105",2675,1.11,0,72,EB,"37,980",94.96%,1,2
Hamb03,10/16/2013,C11,"2,132",2703,0.8,0,45,HO,"61,280",94.51%,1,2
Hamb03,10/17/2013,C11,"2,132",2710,0.8,0,45,HO,"15,220",94.51%,1,2
Hamb03,10/15/2013,C12,"2,093",2657,2.08,0,35,HO,"22,660",97.48%,1,2
Hamb03,10/11/2013,C13,"2,018",2559,2.48,0,57,EB,"50,020",95.87%,1,2
Hamb03,10/11/2013,C13,"2,027",2569,2.57,0,63,EB,"6,400",90.92%,1,2
Hamb03,10/11/2013,C14,"2,014",2555,0.53,0,58,EB,"57,300",96.57%,1,2
Hamb03,10/10/2013,C15,"1,991",2527,3.23,0,43,BL,"58,240",97.53%,1,2
Hamb03,10/10/2013,C15,"1,991",2531,3.23,0,43,BL,"50,680",97.53%,1,2
Hamb03,10/10/2013,C15,"1,998",2538,5.37,0,37,BL,"49,020",94.51%,1,2
Hamb03,10/10/2013,C15,"1,998",2542,5.37,0,37,BL,"59,400",94.51%,1,2
Hamb03,10/11/2013,C15,"2,009",2547,2.09,0,39,BL,"51,280",93.80%,1,2
Hamb03,10/11/2013,C15,"2,009",2549,2.09,0,39,BL,"18,540",93.80%,1,2
Hamb03,10/9/2013,C16,"1,978",2505,1.62,0,44,BL,"56,960",98.25%,1,2
Hamb03,10/10/2013,C16,"1,978",2506,1.62,0,44,BL,"46,920",98.25%,1,2
Hamb03,10/10/2013,C16,"1,978",2510,1.62,0,44,BL,"57,560",98.25%,1,2
Hamb03,10/10/2013,C16,"1,978",2517,1.62,0,44,BL,"41,860",98.25%,1,2
Hamb03,10/9/2013,C17,"1,968",2489,1.4,0,29,ST,"57,920",98.03%,1,2
Hamb03,10/9/2013,C17,"1,968",2494,1.4,0,29,ST,"50,060",98.03%,1,2
Hamb03,10/9/2013,C17,"1,968",2499,1.4,0,29,ST,"50,880",98.03%,1,2
Hamb03,10/9/2013,C17,"1,968",2502,1.4,0,29,ST,"28,320",98.03%,1,2
Hamb03,10/9/2013,C17,"1,972",2495,1.77,0,27,ST,"35,780",95.26%,1,2
Hamb03,10/9/2013,C17,"1,972",2497,1.77,0,27,ST,"57,780",95.26%,1,2
Hamb03,10/8/2013,C18,"1,957",2472,2.76,0,29,ST,"50,240",95.25%,1,2
Hamb03,10/8/2013,C18,"1,957",2475,2.76,0,29,ST,"57,880",95.25%,1,2
Hamb03,10/8/2013,C18,"1,957",2477,2.76,0,29,ST,"41,500",95.25%,1,2
Hamb03,10/8/2013,C19,"1,950",2460,1.45,0,33,ST,"57,640",97.36%,1,2
Hamb03,10/8/2013,C19,"1,950",2463,1.45,0,33,ST,"50,520",97.36%,1,2
Hamb03,10/8/2013,C19,"1,950",2466,1.45,0,33,ST,"7,080",97.36%,1,2
Pink01,10/21/2013,Canal,"2,220",2812,1.01,0,31,HO,"16,960",91.27%,1,2
Deca01,9/24/2013,CAR02,"1,823",2305,3.9,0,25,EB,"12,540",88.99%,1,2
Deca01,9/26/2013,CAR03,"1,839",2321,3.3,0,30,EB,"38,140",84.39%,1,2
Deca01,9/26/2013,CAR03,"1,843",2325,4,0,33,EB,"40,260",81.87%,1,2
Deca01,9/28/2013,CAR06,,,,,,EB,,,1,2
Deca01,11/8/2013,CAR09,"2,384",3013,6.72,0,41,ST,"15,840",86.33%,1,2
Deca01,11/7/2013,CAR10,"2,381",3010,3.7,0,58,ST,"27,500",83.85%,1,2
Deca01,10/28/2013,CAR12,"2,313",2923,2.2,0,72,EB,"34,680",83.94%,1,2
Deca01,10/25/2013,CAR17,"2,286",2889,2.77,0,38,ST,"39,920",92.27%,1,2
Deca01,10/25/2013,CAR17,"2,289",2894,3.95,0,42,ST,"41,440",91.12%,1,2
Deca01,10/25/2013,CAR17,"2,293",2898,0.65,0,42,ST,"38,300",94.27%,1,2
Deca01,10/25/2013,CAR17,"2,296",2902,7.51,0,42,ST,"42,100",91.20%,1,2
Deca01,10/25/2013,CAR17,"2,296",2905,7.51,0,42,ST,"21,700",91.20%,1,2
Deca01,10/26/2013,CAR21,"2,304",2913,7.36,0,48,MX,"39,780",85.28%,1,2
Deca01,10/26/2013,CAR21,"2,307",2916,8.47,0,51,MX,"43,240",89.74%,1,2
Deca01,10/26/2013,CAR21,"2,310",2919,6.57,0,43,MX,"20,920",87.89%,1,2
Deca01,9/25/2013,CAR23,"1,833",2315,5.75,0,23,BL,"40,700",92.14%,1,2
Deca01,9/25/2013,CAR23,"1,834",2316,5.27,0,24,BL,"26,320",90.14%,1,2
Deca01,10/28/2013,CARM09,"2,317",2927,2.13,0,58,ST,"31,480",94.83%,1,2
Deca01,10/28/2013,CARM10,"2,325",2935,9.77,0,72,EB,"11,660",80.91%,1,2
Deca01,10/29/2013,CARM11,"2,338",2949,0.92,0,52,ST,"39,140",94.74%,1,2
Deca01,10/30/2013,CARM11,"2,339",2950,0.56,0,58,ST,"7,140",93.53%,1,2
Deca01,10/30/2013,CARM12,"2,344",2956,0.43,0,72,ST,"40,400",95.92%,1,2
Deca01,10/31/2013,CARM13,"2,348",2962,2.13,0,52,ST,"39,280",97.20%,1,2
Deca01,10/31/2013,CARM14,"2,354",2968,1.49,0,36,ST,"22,340",95.16%,1,2
Deca01,11/1/2013,CARM15,"2,356",2970,3.34,0,60,ST,"39,880",96.18%,1,2
Deca01,11/4/2013,CARM16,"2,366",2983,25.15,0,63,ST,"28,520",75.02%,1,2
Pink01,10/5/2013,Center,"1,916",2417,2.78,0,45,EB,"17,280",92.35%,1,2
Pink01,10/5/2013,Center,"1,918",2419,1.04,0,40,EB,"16,340",90.83%,1,2
Pink01,10/5/2013,Center,"1,921",2423,1.54,0,33,EB,"14,440",92.04%,1,2
Chan01,10/17/2013,CHANEB,"2,138",2712,1.69,0,44,EB,"6,580",65.61%,1,2
Pink01,10/25/2013,CHER01,"2,287",2892,13.37,0,38,HO,"17,300",92.03%,1,2
Pink01,10/26/2013,CHER02,"2,301",2911,9.24,0,36,HO,"16,800",87.75%,1,2
Pink01,10/28/2013,CHER03,"2,318",2928,2.35,0,46,HO,"18,580",89.13%,1,2
Pink01,10/28/2013,CHER03,"2,324",2934,6.91,0,36,HO,"13,480",87.75%,1,2
Paqu03,10/5/2013,COL2AC,"1,917",2418,2.62,0,41,EB,"17,400",90.54%,1,2
Hamb03,10/7/2013,COOMBE,"1,936",2441,2.04,0,53,EB,"36,300",95.37%,1,2
Hamb03,10/7/2013,COOMBE,"1,940",2445,2.56,0,44,EB,"18,180",94.39%,1,2
Hamb03,10/17/2013,COOMBE,"2,137",2709,3.05,0,33,MX,"46,340",92.87%,1,2
Hamb03,10/18/2013,COOMBE,"2,161",2738,9.84,0,34,MX,"37,840",90.96%,1,2
Beat01,10/14/2013,Corwin,"2,063",2617,1.2,0,48,EB,"14,380",92.16%,1,2
Hamb03,9/26/2013,D-1,"1,837",2319,2.23,0,26,ST,"57,680",95.96%,1,2
Hamb03,9/26/2013,D-1,"1,841",2323,3.9,0,28,ST,"35,060",95.59%,1,2
Hamb03,9/24/2013,D10,"1,824",2306,1.5,0,19,BL,"28,460",96.40%,1,2
Hamb03,10/22/2013,D-11,"2,233",2826,3.13,0,32,MX,"59,860",96.22%,1,2
Hamb03,10/22/2013,D-11,"2,240",2836,1.87,0,31,MX,"2,900",98.52%,1,2
Hamb03,10/22/2013,D12,"2,238",2833,1.6,0,26,HO,"39,480",96.98%,1,2
Hamb03,9/27/2013,D13,"1,850",2334,3.82,0,23,BL,"10,500",94.55%,1,2
Hamb03,9/27/2013,D-14,"1,849",2333,1.11,0,28,BL,"21,000",94.94%,1,2
Hamb03,9/27/2013,D-15,"1,846",2330,1.35,0,29,BL,"56,960",96.67%,1,2
Hamb03,9/27/2013,D-15,"1,847",2331,1.49,0,33,BL,"20,460",95.37%,1,2
Hamb03,9/27/2013,D17,"1,844",2326,1.52,0,25,ST,"6,140",97.86%,1,2
Hamb03,9/27/2013,D17,"1,844",2327,1.52,0,25,ST,"56,900",97.86%,1,2
Hamb03,9/27/2013,D17,"1,845",2328,1.85,0,26,ST,"50,260",96.85%,1,2
Hamb03,9/25/2013,D2,"1,832",2314,4.33,0,24,ST,"49,820",94.49%,1,2
Hamb03,10/1/2013,D3,"1,860",2347,4.59,0,37,BL,"48,320",92.22%,1,2
Hamb03,10/1/2013,D3,"1,860",2349,4.59,0,37,BL,"4,480",92.22%,1,2
Hamb03,10/1/2013,D3,"1,861",2348,3.8,0,32,BL,"57,740",95.39%,1,2
Hamb03,10/1/2013,D4,"1,863",2351,2.85,0,34,BL,"50,900",95.31%,1,2
Hamb03,10/1/2013,D5,"1,866",2354,1.13,0,35,EB,"18,400",96.31%,1,2
Hamb03,10/1/2013,D6,"1,869",2357,1.1,0,33,EB,"18,940",96.57%,1,2
Hamb03,10/2/2013,D7,"1,877",2366,2.2,0,27,EB,"48,000",94.63%,1,2
Hamb03,9/30/2013,D8,"1,858",2344,0.31,0,36,EB,"25,500",97.31%,1,2
Hamb03,9/24/2013,D9,"1,827",2309,3.37,0,33,BL,"35,620",94.26%,1,2
Wain02,10/24/2013,DAD,"2,265",2866,2.11,0,35,ST,"15,460",92.98%,1,2
Wain02,10/24/2013,DAD,"2,270",2872,2.77,0,47,ST,"18,840",92.15%,1,2
Wain02,10/24/2013,DAD,"2,271",2873,1.76,0,45,ST,"16,580",91.57%,1,2
Wain02,10/24/2013,DAD,"2,272",2874,3.3,0,36,ST,"19,000",91.36%,1,2
Wain02,10/24/2013,DAD,"2,273",2875,5.71,0,47,ST,"16,760",95.60%,1,2
Wain02,10/24/2013,DAD,"2,275",2877,5.49,0,36,ST,"19,600",95.73%,1,2
Fiel05,10/9/2013,EB,"1,965",2486,13.25,0,46,EB,"7,700",89.49%,1,2
Grew01,10/26/2013,ELBOW,"2,308",2917,8.58,0,67,MX,"49,340",87.12%,1,2
Grew01,10/28/2013,ELBOW,"2,314",2922,2.54,0,72,MX,"34,400",80.51%,1,2
Reze01,10/15/2013,Ell 1,"2,096",2661,2.22,0,35,HO,"39,660",96.81%,1,2
Reze01,10/16/2013,Ell 2,"2,116",2685,0.71,0,36,HO,"39,480",94.53%,1,2
Reze01,10/3/2013,Ell 6,"1,896",2389,6.59,0,37,ST,"64,960",90.98%,1,2
Reze01,10/3/2013,Ell 7,,,,,,ST,,,1,2
Pink01,10/11/2013,field,"2,022",2563,1.18,0,55,EB,"16,960",94.09%,1,2
Pink01,10/11/2013,field,"2,022",2570,1.18,0,55,EB,"11,960",94.09%,1,2
Coul01,10/29/2013,HARW,"2,334",2944,4.41,0,62,MX,"44,280",91.55%,1,2
Coul01,10/29/2013,HARW,"2,337",2947,2.99,0,53,MX,"26,420",92.75%,1,2
Coul01,10/31/2013,HARW,"2,350",2964,8.94,0,50,MX,"17,180",92.04%,1,2
Dvor01,10/15/2013,High 1,"2,099",2664,1.69,0,54,EB,"15,880",92.43%,1,2
Dvor01,10/19/2013,High 2,"2,196",2781,0.52,0,47,HO,"15,500",94.48%,1,2
Dvor01,10/19/2013,High 2,"2,196",2782,0.52,0,47,HO,"20,520",94.48%,1,2
Dvor01,10/19/2013,High 2,"2,196",2783,0.52,0,47,HO,"2,560",94.48%,1,2
Dvor01,10/17/2013,High 3,"2,155",2733,0.43,0,38,HO,"18,520",90.96%,1,2
Dvor01,10/12/2013,High 4,"2,053",2604,2.32,0,72,EB,"13,940",95.59%,1,2
Smit02,10/10/2013,HIGH1,"1,984",2519,3.94,0,37,EB,"50,500",89.50%,1,2
Smit02,10/10/2013,HIGH1,"2,006",2530,2.7,0,37,EB,"35,540",86.74%,1,2
Smit02,10/14/2013,HIGH2,"2,067",2623,5.49,0,40,ST,"50,560",91.78%,1,2
Smit02,10/14/2013,HIGH2,"2,076",2635,2.97,0,45,ST,"50,140",87.75%,1,2
Smit02,10/15/2013,HIGH2,"2,094",2658,2.76,0,58,ST,"50,520",89.69%,1,2
Smit02,10/15/2013,HIGH3,"2,101",2666,2.44,0,70,ST,"51,120",90.05%,1,2
Smit02,10/15/2013,HIGH3,"2,109",2677,2.16,0,41,ST,"51,280",89.56%,1,2
Senn01,11/12/2013,Home,"2,401",3040,1.1,0,51,MX,"21,340",90.75%,1,2
Schw01,10/16/2013,Home#1,"2,123",2693,7.27,0,36,ST,"45,500",89.23%,1,2
Schw01,10/14/2013,Home#2,"2,068",2624,6.43,0,38,ST,"44,480",83.74%,1,2
Schw01,10/10/2013,Home#3,"1,986",2518,19.69,0,43,ST,"44,180",79.32%,1,2
Schw01,10/11/2013,Home#4,"2,015",2556,10.99,0,45,ST,"43,300",89.43%,1,2
Schw01,10/11/2013,Home#4,"2,015",2565,10.99,0,45,ST,"14,600",89.43%,1,2
Pime01,10/12/2013,house,"2,043",2587,6.38,0,66,EB,"5,360",80.32%,1,2
Deca01,10/10/2013,Joll1,"1,989",2525,15.73,0,23,ST,"42,000",84.94%,1,2
Deca01,10/10/2013,Joll1,"2,007",2534,15.06,0,32,ST,"20,140",93.64%,1,2
Deca01,10/19/2013,Joll3,"2,182",2761,8.06,0,54,GR,"31,380",86.48%,1,2
Reze01,9/30/2013,Lanz 3,"1,855",2340,3.85,0,27,ST,"59,540",92.44%,1,2
Reze01,9/30/2013,Lanz 3,"1,856",2341,3.61,0,28,ST,"42,300",93.09%,1,2
Reze01,9/28/2013,Lanz 4,"1,851",2336,17.69,0,38,BL,"64,880",85.08%,1,2
Reze01,9/28/2013,Lanz 4,"1,852",2337,13.83,0,38,BL,"15,280",75.15%,1,2
Hamb01,11/1/2013,Lap 2,"2,355",2969,4.85,0,72,ST,"48,200",89.80%,1,2
Hamb01,11/1/2013,Lap 2,"2,360",2975,2.02,0,59,ST,"38,240",93.23%,1,2
Hamb01,11/4/2013,Lap 4,"2,368",2986,2.46,0,48,ST,"45,640",94.99%,1,2
Hamb01,11/4/2013,Lap 4,"2,370",2989,1.03,0,63,ST,"44,440",95.73%,1,2
Hamb01,11/5/2013,Lap 5,"2,376",2998,0.77,0,62,ST,"46,700",97.51%,1,2
Hamb01,11/6/2013,Lap 5,"2,378",3001,0.67,0,47,ST,"33,460",95.69%,1,2
Hamb01,10/31/2013,Lap1,"2,353",2967,3.84,0,53,HO,"25,280",96.08%,1,2
Mors01,10/1/2013,LINE,"1,864",2352,2.48,0,42,EB,"25,500",93.05%,1,2
Mors01,10/1/2013,LINE,"1,871",2359,3.64,0,36,EB,"16,740",92.51%,1,2
Cako01,10/18/2013,Lower,"2,170",2746,12.66,0,57,OE,"30,460",88.63%,1,2
Deca01,10/10/2013,LP1,"1,980",2507,5.55,0,23,ST,"41,840",88.95%,1,2
Deca01,10/10/2013,LP1,"1,980",2511,5.55,0,23,ST,"24,640",88.95%,1,2
Deca01,10/11/2013,LP2,"2,021",2562,10,0,34,ST,"42,620",88.40%,1,2
Deca01,10/11/2013,LP2,"2,031",2575,12.22,0,26,ST,"19,020",90.92%,1,2
Deca01,10/12/2013,LP3,"2,050",2596,6.31,0,62,ST,"41,020",96.15%,1,2
Deca01,10/12/2013,LP3,"2,059",2614,11.85,0,40,ST,"53,400",93.57%,1,2
Deca01,10/12/2013,LP3,"2,062",2607,12.59,0,35,ST,"40,200",95.94%,1,2
Deca01,10/14/2013,LP3,"2,062",2620,12.59,0,35,ST,"24,900",95.94%,1,2
Deca01,10/14/2013,LP4,"2,070",2625,18.69,0,45,ST,"43,640",86.68%,1,2
Deca01,10/14/2013,LP4,"2,074",2633,15.22,0,42,ST,"30,420",86.02%,1,2
Deca01,10/14/2013,LP4,"2,080",2640,3.81,0,60,EB,"41,620",87.09%,1,2
Deca01,10/15/2013,LP4,"2,085",2647,9.22,0,53,EB,"4,820",72.24%,1,2
Deca01,10/15/2013,LP5,"2,091",2655,3.15,0,49,ST,"41,800",93.37%,1,2
Deca01,10/15/2013,LP5,"2,097",2662,8.72,0,64,ST,"41,260",90.91%,1,2
Deca01,10/15/2013,LP5,"2,106",2672,8,0,66,ST,"40,360",94.67%,1,2
Deca01,10/16/2013,LP5,"2,110",2679,9.17,0,30,ST,"32,860",91.47%,1,2
Deca01,10/18/2013,LP6,"2,167",2745,11.25,0,47,HO,"44,360",82.06%,1,2
Deca01,10/18/2013,LP6,"2,173",2751,11,0,2,HO,"44,740",81.54%,1,2
Deca01,10/21/2013,LP7,"2,219",2811,18.65,0,37,HO,"27,280",92.60%,1,2
Deca01,10/23/2013,LP7,"2,244",2841,8.03,0,41,HO,"25,800",88.95%,1,2
Deca01,10/22/2013,LP8,,,,,,HO,,,1,2
Smit02,10/12/2013,LSHAW,"2,045",2590,6.2,0,28,ST,"49,320",95.26%,1,2
Smit02,10/12/2013,LSHAW,"2,051",2598,4.74,0,33,ST,"39,320",93.67%,1,2
Smit02,10/12/2013,LSHAW,"2,051",2601,4.74,0,33,ST,"24,740",93.67%,1,2
Reze01,10/2/2013,Lyon 2,"1,876",2365,9.92,0,32,ST,"29,320",87.89%,1,2
Reze01,10/2/2013,Lyon 2,"1,876",2369,9.92,0,32,ST,"63,380",87.89%,1,2
Reze01,10/2/2013,Lyon 2,"1,884",2374,18.47,0,34,ST,"5,480",84.36%,1,2
Smit02,10/17/2013,M-3,"2,157",2724,2.85,0,42,ST,"40,020",86.01%,1,2
Rust01,10/21/2013,MarstM,"2,208",2798,4.77,0,62,MX,"19,760",89.24%,1,2
Rust01,10/23/2013,MarstM,"2,246",2838,3.6,0,69,EB,"19,720",87.15%,1,2
Pink01,10/23/2013,Max,"2,256",2853,5.51,0,48,MC,"7,440",86.57%,1,2
MacL01,10/14/2013,MCNB,"2,073",2632,6,0,40,ST,"31,640",94.25%,1,2
MacL01,10/14/2013,MCNB,"2,079",2639,4.61,0,36,ST,"30,660",91.39%,1,2
MacL01,10/15/2013,MCNB,"2,084",2645,4.54,0,40,ST,"27,320",91.25%,1,2
MacL01,10/15/2013,MCNB,"2,084",2646,4.54,0,40,ST,"29,460",91.25%,1,2
MacL01,10/15/2013,MCNB,"2,098",2663,3.1,0,41,ST,"5,320",90.66%,1,2
Youn01,10/12/2013,Mdw St,"2,037",2581,2.62,0,43,BL,"21,020",93.75%,1,2
Youn01,10/12/2013,Mdw St,"2,041",2585,9.78,0,63,BL,"21,500",87.06%,1,2
Youn01,10/12/2013,Mdw St,"2,047",2593,4.67,0,62,EB,"21,280",95.98%,1,2
Youn01,10/12/2013,Mdw St,"2,047",2603,4.67,0,62,EB,"21,300",95.98%,1,2
Youn01,10/12/2013,Mdw St,"2,047",2608,4.67,0,62,EB,"19,800",95.98%,1,2
Hamb03,10/4/2013,MEL A1,"1,903",2402,2.65,0,25,ST,"38,420",96.88%,1,2
Hamb03,10/21/2013,MEL A2,"2,224",2816,0.51,0,37,ST,"57,040",96.88%,1,2
Hamb03,10/21/2013,MEL A2,"2,224",2819,0.51,0,37,ST,"18,860",96.88%,1,2
Hamb03,10/22/2013,MEL A3,"2,228",2821,3.35,2,29,ST,"58,140",92.77%,1,2
Hamb03,10/22/2013,MEL A3,"2,229",2822,0.19,0,30,ST,"12,960",96.61%,1,2
Hamb03,10/3/2013,MEL A6,"1,891",2382,0,0,35,BL,"44,580",90.01%,1,2
Deca01,11/8/2013,Merry2,"2,387",3016,1.2,0,48,HO,"41,640",91.39%,1,2
Deca01,11/12/2013,Merry3,"2,397",3034,18.72,0,57,HO,"14,260",80.95%,1,2
Pink01,10/17/2013,Mil#1,"2,147",2720,4.91,0,45,ST,"18,020",83.01%,1,2
Pink01,10/17/2013,Mil#1,"2,159",2736,9.56,0,48,ST,"16,560",89.10%,1,2
Pink01,10/18/2013,Mil#2,"2,174",2752,3.1,0,38,ST,"17,560",90.38%,1,2
Pink01,10/18/2013,Mil#2,"2,178",2756,5.24,0,39,ST,"16,120",91.68%,1,2
Pink01,10/19/2013,Mil#3,"2,183",2762,8.92,0,33,ST,"17,400",94.57%,1,2
Pink01,10/19/2013,Mil#3,"2,186",2765,6.12,0,33,ST,"16,040",92.91%,1,2
Pink01,10/19/2013,Mil#3,"2,186",2769,6.12,0,33,ST,"17,820",92.91%,1,2
Pink01,10/19/2013,Mil#3,"2,190",2775,4.47,0,35,ST,"13,260",90.57%,1,2
Hamb01,10/21/2013,MM,"2,207",2799,3.4,0,56,MX,"46,380",96.25%,1,2
Hamb01,10/21/2013,MM,"2,214",2806,2.81,0,38,MX,"29,580",94.21%,1,2
Deca01,9/12/2013,MP10,"1,809",2290,2.7,0,21,EB,"29,260",93.24%,1,2
Deca01,9/13/2013,MP11,"1,811",2292,1.36,0,29,EB,"32,760",96.11%,1,2
Deca01,10/4/2013,MP1A,"1,900",2399,11.05,0,31,ST,"35,380",92.41%,1,2
Deca01,10/4/2013,MP1B,"1,909",2410,9.05,0,35,ST,"40,240",94.99%,1,2
Deca01,10/4/2013,MP1B,"1,910",2411,4.11,0,30,ST,"39,960",94.33%,1,2
Deca01,10/5/2013,MP1B,"1,915",2416,1.43,0,41,ST,"39,180",95.40%,1,2
